url_length,n_dots,n_hypens,n_underline,n_slash,n_questionmark,n_equal,n_at,n_and,n_exclamation,n_space,n_tilde,n_comma,n_plus,n_asterisk,n_hastag,n_dollar,n_percent,phishing
81,2,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1
54,3,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
56,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,4,0,0,1,0,10,0,9,0,0,0,0,0,0,0,0,0,1
37,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136,4,0,1,8,1,2,0,0,0,0,0,0,0,0,0,0,0,1
70,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
151,2,0,0,6,0,2,0,1,0,0,0,0,0,0,0,0,0,1
67,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
51,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1
49,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1
43,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103,5,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1
62,2,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
77,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
356,6,10,3,2,0,11,0,11,0,0,0,0,0,0,0,0,21,1
43,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,2,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1
290,2,4,3,7,1,9,0,5,0,0,0,0,0,0,0,0,0,1
234,2,1,1,4,0,3,0,2,0,0,0,0,0,0,0,0,0,1
75,3,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218,14,0,0,1,1,9,0,12,0,0,0,0,0,0,0,0,0,1
37,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
79,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1
67,3,0,0,5,0,2,0,1,0,0,0,0,0,0,0,0,0,1
73,2,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227,2,0,1,4,0,3,0,2,0,0,0,0,0,0,0,0,0,1
28,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,1,2,1,8,0,3,0,2,0,0,0,0,0,0,0,0,0,1
115,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,4,4,3,8,1,3,0,1,0,0,0,0,0,0,0,0,0,1
27,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,9,1,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,1
60,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170,8,0,0,5,0,2,0,4,0,0,0,0,0,0,0,0,1,1
21,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
108,2,2,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,1
39,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,5,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1
102,9,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
73,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,3,1,0,6,1,3,1,2,0,0,0,1,0,0,0,0,2,1
19,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,1,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1
59,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1
54,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170,2,0,3,1,0,0,14,12,0,0,0,0,0,21,9,2,0,1
14,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,3,1,3,3,0,2,1,1,0,0,0,0,0,0,0,0,0,1
70,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
261,3,2,0,8,1,3,1,2,0,0,0,1,2,0,0,0,0,1
39,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1
75,2,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
27,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
210,3,0,1,3,0,3,0,2,0,0,0,0,0,0,0,0,0,1
147,4,0,0,1,0,4,0,3,0,0,0,0,0,0,0,0,8,0
49,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80,3,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238,2,1,0,5,1,3,0,2,0,0,0,1,0,0,0,0,2,1
22,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,2,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,3,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,1
53,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
54,2,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1
260,5,6,7,3,0,4,0,3,0,0,0,0,0,0,0,0,0,1
58,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
157,5,5,1,6,0,3,0,2,0,0,0,0,0,0,0,0,0,1
80,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0
69,4,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0
45,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,2,8,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,1
129,5,6,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1
28,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
67,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
77,4,2,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1
90,6,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,1
65,3,0,0,1,0,4,0,3,0,0,0,0,0,0,0,0,0,1
121,5,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
41,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1
131,6,1,0,5,0,2,0,1,0,0,0,0,1,0,0,0,0,1
291,5,6,5,1,0,6,1,5,0,0,0,0,0,0,0,0,7,1
25,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1
71,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,1
201,2,0,0,6,0,0,2,4,0,0,0,0,0,0,0,0,0,1
77,4,6,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
49,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,4,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1
205,2,1,1,3,0,3,0,2,0,0,0,0,0,0,0,0,0,1
45,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
40,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,5,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1
143,2,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1
280,4,0,0,3,0,9,1,8,0,0,0,0,0,0,0,0,0,1
52,2,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0
98,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,2,2,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1
51,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,6,3,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
77,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,5,2,1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1
47,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,16,2,0,5,1,6,1,10,0,0,0,0,0,0,0,0,0,1
44,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
84,3,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,4,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,2,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,1,4,0,1,0,5,0,4,0,0,0,0,0,0,0,0,0,1
46,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1
15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
80,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1
92,4,2,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,1
40,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,3,1,3,3,0,3,0,2,0,0,0,0,0,0,0,0,0,1
29,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,3,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,1
24,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1
132,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1
75,6,0,0,3,0,2,2,1,0,0,0,0,0,0,0,0,0,1
46,3,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1
54,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
174,8,1,0,2,1,12,0,10,0,0,0,0,0,0,0,0,0,1
102,3,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1
73,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1
76,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,3,1,1,9,0,1,0,0,0,0,1,0,0,0,0,0,0,1
95,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,4,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1
64,3,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1
36,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146,2,2,0,5,0,2,0,1,0,0,0,0,0,0,0,0,0,1
128,2,1,0,6,0,3,0,2,0,0,0,0,0,0,0,0,0,1
352,6,0,0,1,0,4,0,3,0,0,0,0,0,0,0,0,23,1
81,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,2,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
174,4,1,3,3,0,3,0,2,0,0,0,0,0,0,0,0,0,1
42,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,2,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1
50,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1
109,2,1,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1
124,2,1,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,1
84,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1
125,3,1,2,9,0,2,0,1,0,0,0,0,0,0,0,0,0,1
27,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80,2,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
33,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106,2,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,2,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
81,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
46,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
323,7,1,1,1,0,4,0,3,0,0,0,0,0,0,0,0,18,1
15,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
57,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,3,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,4,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1
39,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,5,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1
83,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,2,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1
68,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,3,3,2,7,0,2,0,1,0,0,0,0,0,0,0,0,0,1
97,3,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107,8,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1
187,3,0,1,2,0,3,0,2,0,0,0,0,0,0,0,0,0,1
117,5,1,2,7,0,2,0,1,0,0,1,0,0,0,0,0,0,1
39,1,0,0,2,0,0,1,1,1,0,0,0,0,1,0,1,3,1
248,2,2,1,3,0,3,0,2,0,0,0,0,0,0,0,0,0,1
80,3,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
121,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,2,4,0,1,0,5,0,4,2,0,0,0,0,0,0,0,3,1
35,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
56,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,15,1,0,3,1,9,0,12,0,0,0,0,0,0,0,0,0,1
142,3,1,3,5,0,2,0,1,0,0,0,0,0,0,0,0,0,1
77,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
130,12,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,3,3,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
97,2,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,4,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1
82,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
219,2,0,1,4,0,3,0,2,0,0,0,0,0,0,0,0,0,1
83,5,2,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,1
45,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1
143,4,6,3,6,0,1,0,1,0,0,0,0,0,0,0,0,0,1
48,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1
14,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
64,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
853,3,35,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
52,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
178,8,1,3,1,0,4,1,3,0,0,0,0,0,0,0,0,0,1
68,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134,6,0,0,1,0,5,0,4,0,0,0,0,0,0,0,0,4,1
90,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
36,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145,3,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
179,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,4,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0
74,3,0,1,3,0,3,0,2,0,0,0,0,0,0,0,0,0,1
86,2,1,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1
61,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,6,1
46,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
44,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
137,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118,6,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1
233,14,1,2,4,1,11,0,10,0,0,0,0,0,0,0,0,1,1
82,2,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
109,3,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1
55,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
275,3,7,1,5,0,3,0,2,0,0,0,0,0,0,0,0,0,1
90,4,0,0,3,1,3,0,1,0,0,0,0,0,0,0,0,0,1
98,4,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1
51,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0
33,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
306,14,1,1,4,0,8,1,13,0,0,0,0,0,0,0,0,0,1
90,4,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1
50,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,2,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1
23,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,4,1,0,3,0,4,0,5,0,0,0,0,0,0,0,0,0,1
192,7,2,3,4,0,2,0,3,0,0,0,0,0,0,0,0,0,1
54,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
155,7,1,0,3,0,7,1,6,0,0,0,0,0,0,0,0,0,1
26,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1
65,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,3,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1
73,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
58,3,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1
103,4,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1
71,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1
117,4,1,0,3,0,4,0,5,0,0,0,0,0,0,0,0,0,1
69,1,0,0,1,0,4,0,3,0,0,0,0,0,0,0,0,0,1
29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105,5,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,4,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1
8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
158,3,2,4,5,0,2,0,1,0,0,0,0,0,0,0,0,0,1
49,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,5,0,0,1,0,4,0,3,0,0,0,0,0,0,0,0,14,1
161,8,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,5,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1
268,16,0,0,3,1,6,1,10,0,0,0,0,0,0,0,0,1,1
117,5,5,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0
109,2,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,6,10,8,3,0,14,0,13,0,0,0,0,0,0,0,0,9,1
66,1,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
43,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
169,2,3,3,7,0,3,0,0,0,0,0,0,0,0,0,0,0,1
51,4,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1
53,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
378,2,0,1,2,0,3,0,2,0,0,0,0,0,0,0,0,0,1
74,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,2,0,1,3,0,3,0,2,0,0,0,0,0,0,0,0,2,1
74,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,4,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0
59,3,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1
57,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,5,2,3,3,0,2,1,1,0,0,0,0,0,0,0,0,0,1
11,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
141,2,0,1,4,0,2,0,1,0,0,0,0,0,0,0,0,0,1
91,7,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1
